X,Y,Date,County
-97.407925,32.660635,6/25/14,TARRANT
-97.407809,32.853951,2/25/14,TARRANT
-97.407572,32.810108,8/13/14,TARRANT
-97.407436,32.857214,8/1/14,TARRANT
-97.407131,32.717868,4/24/14,TARRANT
-97.407125,32.823547,6/26/14,TARRANT
-97.407125,32.823547,6/26/14,TARRANT
-97.406746,32.829007,1/14/14,TARRANT
-97.406746,32.829007,1/14/14,TARRANT
-97.406746,32.829007,1/14/14,TARRANT
-97.406532,32.737773,5/28/14,TARRANT
-97.406532,32.737773,5/28/14,TARRANT
-97.406532,32.737773,5/28/14,TARRANT
-97.406532,32.737773,5/28/14,TARRANT
-97.406289,32.659138,4/11/14,TARRANT
-97.40603,32.856284,12/12/14,TARRANT
-97.40596,32.676623,1/31/14,TARRANT
-97.405926,32.676411,12/12/14,TARRANT
-97.405926,32.676411,5/16/14,TARRANT
-97.405851,32.829235,7/25/14,TARRANT
-97.405851,32.829235,7/25/14,TARRANT
-97.405812,32.715933,7/2/14,TARRANT
-97.405812,32.715933,7/2/14,TARRANT
-97.405812,32.715933,7/2/14,TARRANT
-97.405689,32.657252,3/5/14,TARRANT
-97.405673,32.828547,10/13/14,TARRANT
-97.40565,32.658614,8/1/14,TARRANT
-97.405482,32.625851,1/10/14,TARRANT
-97.405351,32.722608,10/14/14,TARRANT
-97.405351,32.722608,10/14/14,TARRANT
-97.40487,32.71686,1/30/14,TARRANT
-97.404824,32.629601,10/1/14,TARRANT
-97.404824,32.629601,10/1/14,TARRANT
-97.404648,32.657855,4/18/14,TARRANT
-97.404623,32.616434,3/28/14,TARRANT
-97.404583,32.657875,5/2/14,TARRANT
-97.404364,32.856776,10/6/14,TARRANT
-97.404263,32.647592,7/17/14,TARRANT
-97.404102,32.61954,1/27/14,TARRANT
-97.404087,32.829657,11/18/14,TARRANT
-97.403778,32.617808,11/6/14,TARRANT
-97.403778,32.617808,11/6/14,TARRANT
-97.403778,32.617808,11/6/14,TARRANT
-97.403778,32.617808,10/10/14,TARRANT
-97.403549,32.808001,2/27/14,TARRANT
-97.403501,32.779053,4/8/14,TARRANT
-97.403078,32.88243,3/17/14,TARRANT
-97.403078,32.88243,3/17/14,TARRANT
-97.403078,32.88243,3/17/14,TARRANT
-97.403021,32.784253,6/19/14,TARRANT
-97.402879,32.63524,5/2/14,TARRANT
-97.402879,32.63524,5/2/14,TARRANT
-97.402879,32.63524,5/2/14,TARRANT
-97.402723,32.798388,5/2/14,TARRANT
-97.402301,32.655843,5/8/14,TARRANT
-97.402301,32.655843,5/8/14,TARRANT
-97.402282,32.666734,7/18/14,TARRANT
-97.402062,32.752318,1/31/14,TARRANT
-97.401707,32.621773,11/24/14,TARRANT
-97.401707,32.621773,11/24/14,TARRANT
-97.401582,32.799998,5/9/14,TARRANT
-97.401132,32.569648,9/8/14,TARRANT
-97.401132,32.569648,9/8/14,TARRANT
-97.401132,32.569648,9/8/14,TARRANT
-97.401132,32.569648,9/8/14,TARRANT
-97.401003,32.637369,8/1/14,TARRANT
-97.400934,32.77784,9/26/14,TARRANT
-97.400884,32.71568,5/22/14,TARRANT
-97.400884,32.71568,5/22/14,TARRANT
-97.400863,32.633363,6/18/14,TARRANT
-97.400704,32.741395,4/15/14,TARRANT
-97.400322,32.883878,2/26/14,TARRANT
-97.400204,32.612649,12/5/14,TARRANT
-97.400204,32.612649,12/5/14,TARRANT
-97.399973,32.638941,4/18/14,TARRANT
-97.399924,32.77846,7/26/14,TARRANT
-97.399924,32.77846,7/26/14,TARRANT
-97.399869,32.788481,9/22/14,TARRANT
-97.399869,32.788481,9/22/14,TARRANT
-97.399869,32.788481,9/22/14,TARRANT
-97.399702,32.805189,5/21/14,TARRANT
-97.399702,32.805189,5/21/14,TARRANT
-97.399691,32.633381,5/23/14,TARRANT
-97.399672,32.618698,3/24/14,TARRANT
-97.3993,32.657144,4/24/14,TARRANT
-97.399244,32.78055,6/6/14,TARRANT
-97.399211,32.882268,3/28/14,TARRANT
-97.39878,32.896267,11/21/14,TARRANT
-97.398728,32.734343,3/25/14,TARRANT
-97.398364,32.791811,4/9/14,TARRANT
-97.398311,32.807778,6/23/14,TARRANT
-97.398311,32.807778,6/23/14,TARRANT
-97.398311,32.807778,6/23/14,TARRANT
-97.39825,32.645425,8/27/14,TARRANT
-97.398174,32.879311,10/23/14,TARRANT
-97.398009,32.636145,6/27/14,TARRANT
-97.398009,32.636145,6/27/14,TARRANT
-97.39793,32.854338,5/6/14,TARRANT
-97.397842,32.857413,7/17/14,TARRANT
-97.39769,32.647614,10/5/14,TARRANT
-97.397468,32.64769,4/2/14,TARRANT
-97.397468,32.64769,4/2/14,TARRANT
-97.397468,32.64769,4/2/14,TARRANT
-97.397451,32.728238,11/5/14,TARRANT
-97.397414,32.58797,5/1/14,TARRANT
-97.397399,32.62839,2/7/14,TARRANT
-97.397315,32.87961,6/19/14,TARRANT
-97.396994,32.756261,3/14/14,TARRANT
-97.396994,32.756261,3/14/14,TARRANT
-97.396994,32.755681,1/17/14,TARRANT
-97.396942,32.965733,3/7/14,TARRANT
-97.396852,32.861273,2/12/14,TARRANT
-97.396802,32.718673,8/15/14,TARRANT
-97.396802,32.718673,8/15/14,TARRANT
-97.396744,32.618362,3/24/14,TARRANT
-97.396744,32.618362,3/24/14,TARRANT
-97.396507,32.802685,9/25/14,TARRANT
-97.396248,32.800704,3/28/14,TARRANT
-97.396248,32.800704,4/11/14,TARRANT
-97.396093,32.762635,2/5/14,TARRANT
-97.396069,32.76079,4/17/14,TARRANT
-97.395933,32.647084,2/14/14,TARRANT
-97.39587,32.6502,10/6/14,TARRANT
-97.395546,32.878237,9/26/14,TARRANT
-97.395546,32.878237,9/26/14,TARRANT
-97.395452,32.729104,4/10/14,TARRANT
-97.3954,32.612454,10/29/14,TARRANT
-97.395339,32.85942,3/21/14,TARRANT
-97.394829,32.857383,4/18/14,TARRANT
-97.394819,32.880621,4/11/14,TARRANT
-97.394819,32.880621,4/11/14,TARRANT
-97.394819,32.880621,4/11/14,TARRANT
-97.394442,32.861569,6/20/14,TARRANT
-97.394442,32.861569,6/20/14,TARRANT
-97.394439,32.858132,1/7/14,TARRANT
-97.39428,32.785646,5/6/14,TARRANT
-97.394209,32.666918,6/26/14,TARRANT
-97.393845,32.632424,5/27/14,TARRANT
-97.393761,32.732008,1/24/14,TARRANT
-97.393629,32.622955,1/2/14,TARRANT
-97.393629,32.622955,1/2/14,TARRANT
-97.393629,32.622955,1/2/14,TARRANT
-97.392872,32.606108,1/15/14,TARRANT
-97.392652,32.618668,7/1/14,TARRANT
-97.392561,32.777078,5/19/14,TARRANT
-97.392458,32.633587,1/31/14,TARRANT
-97.392309,32.852991,10/6/14,TARRANT
-97.392309,32.852991,10/6/14,TARRANT
-97.392227,32.635234,1/17/14,TARRANT
-97.392227,32.635234,1/17/14,TARRANT
-97.392227,32.635234,1/17/14,TARRANT
-97.391993,32.806603,10/23/14,TARRANT
-97.391983,32.731923,4/11/14,TARRANT
-97.391983,32.731923,4/11/14,TARRANT
-97.391983,32.731923,4/11/14,TARRANT
-97.391983,32.731923,4/11/14,TARRANT
-97.391267,32.799757,6/17/14,TARRANT
-97.391146,32.636731,12/8/14,TARRANT
-97.390931,32.679209,6/27/14,TARRANT
-97.39084,32.604403,12/12/14,TARRANT
-97.39084,32.604403,12/12/14,TARRANT
-97.39084,32.604403,12/12/14,TARRANT
-97.39083,32.776184,5/21/14,TARRANT
-97.39083,32.776184,5/21/14,TARRANT
-97.39083,32.776184,5/21/14,TARRANT
-97.39083,32.776184,5/21/14,TARRANT
-97.39083,32.776184,5/21/14,TARRANT
-97.390561,32.721795,2/20/14,TARRANT
-97.390492,32.725053,3/26/14,TARRANT
-97.390492,32.725053,3/26/14,TARRANT
-97.390492,32.725053,3/26/14,TARRANT
-97.390492,32.725053,3/26/14,TARRANT
-97.390394,32.671589,5/22/14,TARRANT
-97.390221,32.63612,1/6/14,TARRANT
-97.390221,32.63612,1/6/14,TARRANT
-97.390158,32.655069,3/10/14,TARRANT
-97.390158,32.655069,8/7/14,TARRANT
-97.390158,32.655069,9/11/14,TARRANT
-97.390025,32.725108,3/19/14,TARRANT
-97.389961,32.869024,3/5/14,TARRANT
-97.389689,32.77259,6/26/14,TARRANT
-97.38966,32.804518,2/14/14,TARRANT
-97.389609,32.77859,11/12/14,TARRANT
-97.389339,32.787467,6/27/14,TARRANT
-97.389036,32.666559,4/17/14,TARRANT
-97.389036,32.666559,4/17/14,TARRANT
-97.388892,32.776983,6/30/14,TARRANT
-97.388892,32.776983,6/30/14,TARRANT
-97.388892,32.776983,6/30/14,TARRANT
-97.388892,32.776983,6/30/14,TARRANT
-97.38871,32.802368,7/24/14,TARRANT
-97.388345,32.586033,1/30/14,TARRANT
-97.388294,32.802103,3/13/14,TARRANT
-97.388294,32.802103,3/13/14,TARRANT
-97.388294,32.802103,3/13/14,TARRANT
-97.388294,32.802103,3/13/14,TARRANT
-97.388204,32.874088,11/26/14,TARRANT
-97.388204,32.874088,11/26/14,TARRANT
-97.388204,32.874088,11/26/14,TARRANT
-97.388157,32.656188,5/28/14,TARRANT
-97.388157,32.656188,5/28/14,TARRANT
-97.388041,32.769688,5/2/14,TARRANT
-97.38801,32.807358,6/20/14,TARRANT
-97.38801,32.807358,6/20/14,TARRANT
-97.387739,32.607958,4/2/14,TARRANT
-97.387139,32.613672,2/2/14,TARRANT
-97.386972,32.612657,8/17/14,TARRANT
-97.386972,32.612657,8/17/14,TARRANT
-97.386954,32.772921,6/6/14,TARRANT
-97.3867,32.800708,4/11/14,TARRANT
-97.386463,32.792304,11/7/14,TARRANT
-97.386461,32.612603,10/17/14,TARRANT
-97.386416,32.842322,5/22/14,TARRANT
-97.386416,32.842322,5/22/14,TARRANT
-97.386416,32.842322,5/22/14,TARRANT
-97.386403,32.801923,4/18/14,TARRANT
-97.386403,32.801923,4/18/14,TARRANT
-97.386081,32.866811,9/3/14,TARRANT
-97.386081,32.866811,9/3/14,TARRANT
-97.385621,32.764158,12/16/14,TARRANT
-97.38559,32.863454,2/13/14,TARRANT
-97.385267,32.630325,5/2/14,TARRANT
-97.38517,32.675282,4/15/14,TARRANT
-97.38517,32.675282,4/15/14,TARRANT
-97.38517,32.675282,4/15/14,TARRANT
-97.38517,32.675282,4/15/14,TARRANT
-97.385163,32.810623,10/10/14,TARRANT
-97.385163,32.810623,10/10/14,TARRANT
-97.385156,32.661829,7/1/14,TARRANT
-97.385156,32.661829,7/1/14,TARRANT
-97.385099,32.875594,11/13/14,TARRANT
-97.385099,32.875594,11/13/14,TARRANT
-97.385099,32.875594,11/13/14,TARRANT
-97.385099,32.875594,11/13/14,TARRANT
-97.384961,32.67363,9/12/14,TARRANT
-97.384961,32.67363,9/12/14,TARRANT
-97.384961,32.67363,9/12/14,TARRANT
-97.384961,32.67363,9/12/14,TARRANT
-97.384902,32.762623,12/29/14,TARRANT
-97.384882,32.853325,4/18/14,TARRANT
-97.384771,32.618493,10/3/14,TARRANT
-97.384753,32.804753,7/1/14,TARRANT
-97.384742,32.806133,7/24/14,TARRANT
-97.384634,32.667384,4/3/14,TARRANT
-97.384612,32.766928,11/21/14,TARRANT
-97.384611,32.811478,11/7/14,TARRANT
-97.384611,32.811478,11/7/14,TARRANT
-97.384611,32.811478,11/7/14,TARRANT
-97.384611,32.811478,11/7/14,TARRANT
-97.384571,32.799353,6/12/14,TARRANT
-97.38452,32.613351,2/24/14,TARRANT
-97.384464,32.632201,6/27/14,TARRANT
-97.384464,32.632201,6/27/14,TARRANT
-97.384464,32.632201,6/27/14,TARRANT
-97.38425,32.790484,5/12/14,TARRANT
-97.38396,32.663532,5/24/14,TARRANT
-97.383904,32.97337,3/28/14,TARRANT
-97.383876,32.724985,7/11/14,TARRANT
-97.383784,32.797003,11/10/14,TARRANT
-97.38367,32.777902,9/11/14,TARRANT
-97.383599,32.775504,5/13/14,TARRANT
-97.383599,32.775504,5/13/14,TARRANT
-97.383374,32.629975,6/20/14,TARRANT
-97.38329,32.810398,7/17/14,TARRANT
-97.38329,32.810398,7/17/14,TARRANT
-97.38329,32.810398,7/17/14,TARRANT
-97.383282,32.624088,5/12/14,TARRANT
-97.383282,32.624088,5/12/14,TARRANT
-97.383282,32.624088,5/20/14,TARRANT
-97.38325,32.615588,6/20/14,TARRANT
-97.38312,32.614987,4/2/14,TARRANT
-97.383084,32.838998,4/3/14,TARRANT
-97.383081,32.899174,1/22/14,TARRANT
-97.383081,32.899174,1/22/14,TARRANT
-97.383081,32.899174,1/22/14,TARRANT
-97.382952,32.859033,4/17/14,TARRANT
-97.382912,32.851243,4/18/14,TARRANT
-97.382422,32.618773,3/25/14,TARRANT
-97.382354,32.856955,6/26/14,TARRANT
-97.382344,32.791664,6/16/14,TARRANT
-97.382225,32.975792,11/7/14,TARRANT
-97.382183,32.788762,1/13/14,TARRANT
-97.382183,32.788762,1/13/14,TARRANT
-97.382133,32.795633,10/10/14,TARRANT
-97.382064,32.613645,8/13/14,TARRANT
-97.382064,32.613645,8/13/14,TARRANT
-97.381973,32.846737,4/17/14,TARRANT
-97.381941,32.818465,6/29/14,TARRANT
-97.381941,32.818465,6/29/14,TARRANT
-97.381601,32.671883,11/14/14,TARRANT
-97.3816,32.796518,8/13/14,TARRANT
-97.381504,32.87062,7/7/14,TARRANT
-97.381479,32.819221,5/16/14,TARRANT
-97.381474,32.62787,4/10/14,TARRANT
-97.381453,32.797833,6/3/14,TARRANT
-97.381453,32.797833,6/3/14,TARRANT
-97.381453,32.797833,6/3/14,TARRANT
-97.381349,32.614667,5/14/14,TARRANT
-97.381147,32.715902,5/14/14,TARRANT
-97.381003,32.803033,1/31/14,TARRANT
-97.381003,32.803033,1/27/14,TARRANT
-97.380983,32.798824,10/14/14,TARRANT
-97.380983,32.798824,10/14/14,TARRANT
-97.380853,32.821914,10/1/14,TARRANT
-97.380853,32.821914,10/1/14,TARRANT
-97.380853,32.821914,10/1/14,TARRANT
-97.380648,32.862143,6/20/14,TARRANT
-97.380648,32.862143,6/20/14,TARRANT
-97.380648,32.862143,6/20/14,TARRANT
-97.380547,32.866906,8/11/14,TARRANT
-97.380529,32.876136,1/3/14,TARRANT
-97.380529,32.876136,1/3/14,TARRANT
-97.380482,32.899153,2/14/14,TARRANT
-97.380417,32.581185,5/14/14,TARRANT
-97.380262,32.899153,3/7/14,TARRANT
-97.380262,32.899153,3/7/14,TARRANT
-97.380023,32.791608,4/19/14,TARRANT
-97.380023,32.791608,4/19/14,TARRANT
-97.379933,32.802163,12/18/14,TARRANT
-97.379933,32.802163,12/18/14,TARRANT
-97.379762,32.839513,4/21/14,TARRANT
-97.379762,32.839513,4/21/14,TARRANT
-97.37976,32.797748,2/14/14,TARRANT
-97.37958,32.716939,5/23/14,TARRANT
-97.379054,32.580841,5/8/14,TARRANT
-97.379054,32.580841,5/8/14,TARRANT
-97.378835,32.791427,1/27/14,TARRANT
-97.378835,32.791427,1/27/14,TARRANT
-97.378835,32.791427,1/27/14,TARRANT
-97.378657,32.802491,3/26/14,TARRANT
-97.378542,32.67133,2/13/14,TARRANT
-97.378403,32.693013,4/25/14,TARRANT
-97.378163,32.671825,2/19/14,TARRANT
-97.378163,32.671825,2/19/14,TARRANT
-97.378163,32.671825,2/19/14,TARRANT
-97.378003,32.793603,10/23/14,TARRANT
-97.377946,32.808802,8/29/14,TARRANT
-97.377923,32.808773,4/24/14,TARRANT
-97.377833,32.808702,6/27/14,TARRANT
-97.377833,32.808702,6/27/14,TARRANT
-97.377782,32.607853,5/23/14,TARRANT
-97.377554,32.80849,3/4/14,TARRANT
-97.377554,32.80849,3/4/14,TARRANT
-97.37754,32.781233,1/24/14,TARRANT
-97.377433,32.794513,1/24/14,TARRANT
-97.377363,32.633779,6/24/14,TARRANT
-97.376939,32.66801,10/29/14,TARRANT
-97.376939,32.66801,2/22/14,TARRANT
-97.376939,32.66801,2/22/14,TARRANT
-97.376831,32.802278,12/22/14,TARRANT
-97.376831,32.802278,12/22/14,TARRANT
-97.376831,32.802278,12/22/14,TARRANT
-97.376701,32.84327,3/21/14,TARRANT
-97.3765,32.730968,5/29/14,TARRANT
-97.376469,32.870384,10/20/14,TARRANT
-97.376241,32.781278,9/19/14,TARRANT
-97.376194,32.573561,3/28/14,TARRANT
-97.376097,32.6391,11/14/14,TARRANT
-97.376097,32.6391,11/14/14,TARRANT
-97.376082,32.739533,5/30/14,TARRANT
-97.375845,32.63623,9/19/14,TARRANT
-97.375845,32.63623,9/19/14,TARRANT
-97.375845,32.63623,9/19/14,TARRANT
-97.375845,32.63623,2/20/14,TARRANT
-97.375845,32.63623,2/20/14,TARRANT
-97.375639,32.862801,12/15/14,TARRANT
-97.375639,32.862801,12/15/14,TARRANT
-97.375639,32.862801,12/15/14,TARRANT
-97.375544,32.650373,8/15/14,TARRANT
-97.37549,32.795628,11/14/14,TARRANT
-97.375287,32.566657,2/21/14,TARRANT
-97.375287,32.566657,2/21/14,TARRANT
-97.375287,32.566657,2/21/14,TARRANT
-97.375287,32.566657,2/21/14,TARRANT
-97.375137,32.668936,8/20/14,TARRANT
-97.374979,32.628381,5/22/14,TARRANT
-97.374918,32.596596,5/27/14,TARRANT
-97.374535,32.653092,6/18/14,TARRANT
-97.374357,32.986393,4/15/14,TARRANT
-97.374229,32.919101,5/9/14,TARRANT
-97.374201,32.867369,6/20/14,TARRANT
-97.374159,32.58104,4/2/14,TARRANT
-97.374159,32.58104,4/2/14,TARRANT
-97.374159,32.58104,4/2/14,TARRANT
-97.373992,32.857203,5/14/14,TARRANT
-97.373992,32.857203,5/14/14,TARRANT
-97.373981,32.860753,12/17/14,TARRANT
-97.373981,32.860753,12/17/14,TARRANT
-97.37358,32.788489,4/24/14,TARRANT
-97.37358,32.788489,4/24/14,TARRANT
-97.373498,32.642039,7/25/14,TARRANT
-97.373397,32.78578,3/21/14,TARRANT
-97.373215,32.636915,1/29/14,TARRANT
-97.373168,32.570188,10/23/14,TARRANT
-97.373109,32.755815,5/8/14,TARRANT
-97.372863,32.855308,1/31/14,TARRANT
-97.372863,32.855308,1/31/14,TARRANT
-97.372863,32.855308,1/31/14,TARRANT
-97.372763,32.800383,2/5/14,TARRANT
-97.372713,32.625149,12/29/14,TARRANT
-97.372713,32.625149,9/19/14,TARRANT
-97.372713,32.625149,9/19/14,TARRANT
-97.372667,32.852926,10/24/14,TARRANT
-97.37265,32.789098,4/30/14,TARRANT
-97.37244,32.651266,4/30/14,TARRANT
-97.372369,32.619506,3/19/14,TARRANT
-97.372369,32.619506,3/19/14,TARRANT
-97.372194,32.86986,1/29/14,TARRANT
-97.372194,32.86986,1/29/14,TARRANT
-97.372131,32.668008,11/6/14,TARRANT
-97.372131,32.668008,11/6/14,TARRANT
-97.372111,32.887883,2/7/14,TARRANT
-97.372111,32.887883,2/7/14,TARRANT
-97.371863,32.795674,2/3/14,TARRANT
-97.371841,32.621813,1/13/14,TARRANT
-97.371819,32.562703,12/19/14,TARRANT
-97.371759,32.920557,8/19/14,TARRANT
-97.371565,32.62522,8/8/14,TARRANT
-97.371543,32.685208,11/10/14,TARRANT
-97.371543,32.685208,11/10/14,TARRANT
-97.371201,32.741498,3/21/14,TARRANT
-97.371201,32.741498,3/21/14,TARRANT
-97.371023,32.618188,2/7/14,TARRANT
-97.370932,32.918363,4/8/14,TARRANT
-97.370932,32.918363,4/8/14,TARRANT
-97.370896,32.919288,10/31/14,TARRANT
-97.370816,32.866696,1/13/14,TARRANT
-97.370797,32.570124,1/23/14,TARRANT
-97.37077,32.626201,6/12/14,TARRANT
-97.370764,32.793082,1/13/14,TARRANT
-97.370749,32.78805,7/29/14,TARRANT
-97.370724,32.603001,4/21/14,TARRANT
-97.370694,32.799191,9/18/14,TARRANT
-97.370334,32.806314,6/25/14,TARRANT
-97.370329,32.849841,1/3/14,TARRANT
-97.370329,32.849841,10/16/14,TARRANT
-97.370154,32.677701,7/18/14,TARRANT
-97.369776,32.920658,4/23/14,TARRANT
-97.369776,32.920658,7/24/14,TARRANT
-97.369619,32.784008,5/14/14,TARRANT
-97.369481,32.638018,1/18/14,TARRANT
-97.369408,32.610406,5/24/14,TARRANT
-97.369348,32.610541,5/28/14,TARRANT
-97.369211,32.610751,4/23/14,TARRANT
-97.369122,32.674813,8/29/14,TARRANT
-97.369122,32.674813,8/29/14,TARRANT
-97.369122,32.674813,8/29/14,TARRANT
-97.369122,32.674813,8/29/14,TARRANT
-97.369078,32.805838,3/18/14,TARRANT
-97.368913,32.631318,4/22/14,TARRANT
-97.368827,32.609643,3/3/14,TARRANT
-97.368744,32.923531,7/11/14,TARRANT
-97.368561,32.667953,6/12/14,TARRANT
-97.368561,32.667953,6/12/14,TARRANT
-97.368539,32.618263,2/5/14,TARRANT
-97.368537,32.680868,3/4/14,TARRANT
-97.368511,32.632853,1/16/14,TARRANT
-97.368511,32.632853,1/16/14,TARRANT
-97.368495,32.78359,11/21/14,TARRANT
-97.368354,32.926585,6/11/14,TARRANT
-97.3683,32.625229,4/25/14,TARRANT
-97.368046,32.624558,3/19/14,TARRANT
-97.368046,32.624558,2/21/14,TARRANT
-97.367991,32.615963,4/15/14,TARRANT
-97.367987,32.637999,5/16/14,TARRANT
-97.367987,32.637999,5/16/14,TARRANT
-97.367987,32.637999,5/16/14,TARRANT
-97.367962,32.569829,9/18/14,TARRANT
-97.367962,32.569829,9/18/14,TARRANT
-97.367962,32.569829,9/18/14,TARRANT
-97.367962,32.582854,9/29/14,TARRANT
-97.367962,32.582854,9/29/14,TARRANT
-97.367882,32.890741,5/12/14,TARRANT
-97.367879,32.80213,6/27/14,TARRANT
-97.367879,32.80213,6/27/14,TARRANT
-97.367879,32.80213,6/27/14,TARRANT
-97.367879,32.80213,6/27/14,TARRANT
-97.367869,32.80401,6/18/14,TARRANT
-97.367869,32.80401,6/26/14,TARRANT
-97.367681,32.623138,1/31/14,TARRANT
-97.367679,32.620101,6/9/14,TARRANT
-97.367669,32.620409,10/17/14,TARRANT
-97.367669,32.620409,10/17/14,TARRANT
-97.367669,32.620409,10/17/14,TARRANT
-97.367669,32.620409,10/17/14,TARRANT
-97.367574,32.684301,3/19/14,TARRANT
-97.367479,32.621699,6/9/14,TARRANT
-97.367479,32.621699,6/9/14,TARRANT
-97.367357,32.640175,5/30/14,TARRANT
-97.367357,32.640175,5/30/14,TARRANT
-97.367357,32.640175,5/30/14,TARRANT
-97.367294,32.787471,3/21/14,TARRANT
-97.367294,32.787471,3/21/14,TARRANT
-97.367281,32.654958,10/3/14,TARRANT
-97.367157,32.569364,1/17/14,TARRANT
-97.367098,32.924903,5/30/14,TARRANT
-97.367034,32.916601,3/19/14,TARRANT
-97.367014,32.647632,3/14/14,TARRANT
-97.366971,32.674657,1/7/14,TARRANT
-97.366922,32.582854,9/18/14,TARRANT
-97.366922,32.582854,9/18/14,TARRANT
-97.366624,32.685501,7/2/14,TARRANT
-97.366596,32.638033,5/9/14,TARRANT
-97.366561,32.680523,1/17/14,TARRANT
-97.366444,32.779532,4/30/14,TARRANT
-97.366396,32.625304,2/13/14,TARRANT
-97.366174,32.781471,8/11/14,TARRANT
-97.366174,32.914441,3/20/14,TARRANT
-97.365981,32.623138,8/22/14,TARRANT
-97.365981,32.623138,10/1/14,TARRANT
-97.365981,32.623138,12/23/14,TARRANT
-97.365879,32.661204,6/25/14,TARRANT
-97.365806,32.69032,5/9/14,TARRANT
-97.365806,32.69032,5/9/14,TARRANT
-97.365702,32.690422,5/9/14,TARRANT
-97.365639,32.666703,12/9/14,TARRANT
-97.365639,32.666703,12/9/14,TARRANT
-97.365249,32.780081,5/20/14,TARRANT
-97.364951,32.617471,7/18/14,TARRANT
-97.364914,32.79164,4/17/14,TARRANT
-97.364762,32.777306,4/10/14,TARRANT
-97.364679,32.680161,2/4/14,TARRANT
-97.364679,32.680161,2/4/14,TARRANT
-97.364664,32.645486,9/4/14,TARRANT
-97.364664,32.645486,9/4/14,TARRANT
-97.364664,32.645486,9/4/14,TARRANT
-97.364664,32.645486,9/4/14,TARRANT
-97.364392,32.640914,2/20/14,TARRANT
-97.364392,32.640914,2/20/14,TARRANT
-97.364384,32.620534,3/4/14,TARRANT
-97.364285,32.670438,6/25/14,TARRANT
-97.364128,32.652663,10/10/14,TARRANT
-97.363988,32.643623,4/22/14,TARRANT
-97.363833,32.851284,5/30/14,TARRANT
-97.363833,32.851284,5/30/14,TARRANT
-97.363805,32.78424,6/5/14,TARRANT
-97.363805,32.78424,6/5/14,TARRANT
-97.363805,32.78424,6/5/14,TARRANT
-97.363751,32.667389,10/22/14,TARRANT
-97.363751,32.667389,10/22/14,TARRANT
-97.363751,32.667389,10/22/14,TARRANT
-97.363751,32.667389,10/22/14,TARRANT
-97.363751,32.667389,10/22/14,TARRANT
-97.363739,32.78395,7/17/14,TARRANT
-97.363665,32.5715,6/12/14,TARRANT
-97.363665,32.5715,6/12/14,TARRANT
-97.363665,32.5715,6/12/14,TARRANT
-97.363589,32.574491,6/12/14,TARRANT
-97.363589,32.574491,6/12/14,TARRANT
-97.362829,32.696111,1/3/14,TARRANT
-97.362532,32.679683,9/19/14,TARRANT
-97.362532,32.679683,9/19/14,TARRANT
-97.362529,32.78871,9/17/14,TARRANT
-97.362529,32.78871,9/17/14,TARRANT
-97.362449,32.634461,6/16/14,TARRANT
-97.362411,32.775062,3/29/14,TARRANT
-97.362146,32.776717,6/6/14,TARRANT
-97.362083,32.573658,11/18/14,TARRANT
-97.362083,32.573658,11/18/14,TARRANT
-97.361906,32.637743,5/9/14,TARRANT
-97.361885,32.653973,8/29/14,TARRANT
-97.361814,32.675451,4/10/14,TARRANT
-97.361605,32.645852,5/30/14,TARRANT
-97.361605,32.645852,5/30/14,TARRANT
-97.361605,32.645852,5/30/14,TARRANT
-97.361524,32.850049,1/15/14,TARRANT
-97.361409,32.78366,4/2/14,TARRANT
-97.361409,32.78366,4/2/14,TARRANT
-97.361409,32.78366,4/21/14,TARRANT
-97.361409,32.78366,4/21/14,TARRANT
-97.361337,32.754761,1/31/14,TARRANT
-97.361337,32.754761,1/31/14,TARRANT
-97.361337,32.754761,1/31/14,TARRANT
-97.361337,32.754761,1/31/14,TARRANT
-97.361024,32.659851,4/11/14,TARRANT
-97.360919,32.780699,4/8/14,TARRANT
-97.360795,32.873587,2/19/14,TARRANT
-97.360771,32.647321,5/30/14,TARRANT
-97.360771,32.647321,5/30/14,TARRANT
-97.3607,32.653694,4/25/14,TARRANT
-97.36058,32.647314,7/8/14,TARRANT
-97.360364,32.781581,9/12/14,TARRANT
-97.360068,32.773614,5/16/14,TARRANT
-97.359752,32.639458,5/2/14,TARRANT
-97.359634,32.6373,3/10/14,TARRANT
-97.359604,32.660825,5/20/14,TARRANT
-97.359589,32.646247,5/14/14,TARRANT
-97.359589,32.646247,5/14/14,TARRANT
-97.359414,32.630673,12/5/14,TARRANT
-97.359414,32.630673,12/5/14,TARRANT
-97.359414,32.630673,12/5/14,TARRANT
-97.359414,32.630673,12/5/14,TARRANT
-97.35932,32.87227,1/22/14,TARRANT
-97.35932,32.87227,1/22/14,TARRANT
-97.359161,32.676488,4/25/14,TARRANT
-97.359043,32.662913,5/28/14,TARRANT
-97.359032,32.632178,8/7/14,TARRANT
-97.358858,32.662913,10/29/14,TARRANT
-97.358858,32.662913,10/29/14,TARRANT
-97.358858,32.662913,10/29/14,TARRANT
-97.358858,32.662913,10/29/14,TARRANT
-97.358857,32.576418,1/30/14,TARRANT
-97.358641,32.632123,3/21/14,TARRANT
-97.358582,32.662913,7/1/14,TARRANT
-97.358374,32.616789,11/19/14,TARRANT
-97.358374,32.616789,7/25/14,TARRANT
-97.358374,32.616789,7/25/14,TARRANT
-97.358374,32.616789,3/28/14,TARRANT
